scenario,step,time_index,timestamp,P_i,P_e,P_pv,P_pv_actual,P_pv_used,P_curt,P_ul,P_ul_actual,P_b_ch,P_b_dsc,P_fc,P_ely,P_g,P_c,P_h,P_pev,SoC_b,SoH_h,T_in,T_ex,T_ex_forecast,T_sp,comfort_low,comfort_high,SoC_pev,UR_pev,c_l,p_e,step_cost,objective,power_balance_residual,slack_pev,slack_temp_low,slack_temp_high,delta_i,delta_e,delta_b_ch,delta_b_dsc,delta_fc,delta_ely,delta_g,delta_c,delta_h
scenario_A_summer_cf_0_15,10,4690,2022-07-15 10:00:00,183.5167369273939,0.0,20.80129101416853,19.91972810776954,20.80129101416853,0.0,322.08811104405555,325.3276767322694,0.0,0.0,0.0,0.0,120.0,2.229916897506932,0.0,0.0,0.1,0.5,24.0,31.791055534191845,32.05000000000001,22.0,20.0,24.0,0.8,0.0,0.53276,0.43321,121.77037676543839,2186.8781354774787,-4.973799150320701e-14,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
scenario_A_summer_cf_0_15,11,4691,2022-07-15 11:00:00,214.3708586589917,0.0,21.38329604772558,24.875220840365117,21.38329604772558,0.0,353.3192516596259,368.9041765957762,0.0,0.0,0.0,0.0,119.99999999999999,2.4349030470914204,0.0,0.0,0.1,0.5,24.0,32.7148170966074,32.79000000000002,22.0,20.0,24.0,0.8,0.0,0.53276,0.4282523,138.2082186591644,2091.062180977969,-3.863576125695545e-14,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
scenario_A_summer_cf_0_15,12,4692,2022-07-15 12:00:00,238.50394251800466,0.0,44.706608873974645,37.62608287215985,44.706608873974645,0.0,400.8449004224502,379.8305829321523,0.0,0.0,0.0,0.0,120.0,2.365650969529092,0.0,0.0,0.1,0.5,24.0,32.509338626028885,32.54000000000002,22.0,20.0,24.0,0.8,0.0,0.53276,0.42825495,151.06536041589217,1974.156551226957,7.105427357601002e-15,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
scenario_A_summer_cf_0_15,13,4693,2022-07-15 13:00:00,260.9327672477992,0.0,27.05245618941089,25.387235014245224,27.05245618941089,0.0,405.4616777308389,392.6847668685894,7.105427357601002e-15,0.0,0.0,0.0,120.0,2.5235457063711966,0.0,0.0,0.1,0.5,24.0,32.7357946709619,33.110000000000014,22.0,20.0,24.0,0.8,0.0,0.53276,0.44209436,163.0145410789375,1827.6860200687056,-7.993605777301127e-14,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,-0.0
scenario_A_summer_cf_0_15,14,4694,2022-07-15 14:00:00,214.06959945575883,0.0,32.62245991797167,33.714973125786976,32.62245991797167,0.0,364.4538322269161,362.0950036275918,0.0,0.0,0.0,0.0,119.99999999999999,2.23822714681442,0.0,0.0,0.1,0.5,24.0,32.156974572817106,32.08000000000004,22.0,20.0,24.0,0.8,0.0,0.53276,0.4437197,138.04771980605008,1670.7566900590145,-3.863576125695545e-14,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
scenario_A_summer_cf_0_15,15,4695,2022-07-15 15:00:00,175.4839390206491,0.0,36.989653243847876,34.08931181187696,36.989653243847876,0.0,330.2353651176826,321.39809208307037,0.0,0.0,0.0,0.0,119.99999999999999,2.23822714681442,0.0,0.0,0.1,0.5,24.0,31.859468822214545,32.08000000000004,22.0,20.0,24.0,0.8,0.0,0.53276,0.4501,117.49082335264102,1551.9961876446912,-3.863576125695545e-14,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
scenario_A_summer_cf_0_15,16,4696,2022-07-15 16:00:00,175.91111874572945,0.0,33.42002237136465,42.15117313504744,33.42002237136465,0.0,327.24803862401933,295.96646979498223,0.0,0.0,0.0,0.0,119.99999999999999,2.083102493074804,0.0,0.0,0.1,0.5,24.0,31.798655679564632,31.52000000000004,22.0,20.0,24.0,0.8,0.0,0.53276,0.4501,117.71840762297482,1473.5268463609505,-4.218847493575595e-14,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
scenario_A_summer_cf_0_15,17,4697,2022-07-15 17:00:00,172.9028333395288,0.0,28.552735831469057,32.8231016511939,28.552735831469057,0.0,319.64393482196743,330.0972957949608,0.0,0.0,0.0,0.0,120.00000000000001,1.8116343490304754,0.0,0.0,0.1,0.5,24.0,30.661576139555827,30.54000000000002,22.0,20.0,24.0,0.8,0.0,0.53276,0.47729000000000005,116.11571348996736,1408.3539910288441,-3.375077994860476e-14,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
scenario_A_summer_cf_0_15,18,4698,2022-07-15 18:00:00,196.32780304009896,0.0,16.015916293810587,12.803806684445641,16.015916293810587,0.0,331.0500905250453,296.03209290512916,0.0,0.0,0.0,0.0,120.00000000000001,1.2936288088642742,0.0,0.0,0.1,0.5,24.0,28.545120445980963,28.670000000000016,22.0,20.0,24.0,0.8,1.0,0.53276,0.5,128.59560034764314,1355.6948046828936,2.398081733190338e-14,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
scenario_A_summer_cf_0_15,19,4699,2022-07-15 19:00:00,180.79017349004624,0.0,4.82848620432513,6.668993090306463,4.82848620432513,0.0,304.7073023536512,295.3784303382288,0.0,0.0,0.0,0.0,120.0,0.9113573407202257,0.0,0.0,0.1,0.5,24.0,27.011289341489896,27.29000000000002,22.0,20.0,24.0,0.8,1.0,0.54858,0.5,123.17787337316956,1287.4679826654103,-8.137934770502397e-14,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
scenario_A_summer_cf_0_15,20,4700,2022-07-15 20:00:00,122.47472403653101,0.0,0.0,0.0,0.0,0.0,241.70187085093545,208.4041629496344,0.0,0.0,0.0,0.0,120.00000000000001,0.7728531855955694,0.0,0.0,0.1,0.5,24.0,26.369480153578344,26.79000000000002,22.0,20.0,24.0,0.8,1.0,0.54858,0.45999,91.18718411196018,1244.310184545206,9.992007221626409e-15,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
scenario_A_summer_cf_0_15,21,4701,2022-07-15 21:00:00,83.4067926382994,0.0,0.0,0.0,0.0,0.0,202.86662643331323,229.90691707716192,0.0,0.0,0.0,0.0,120.0,0.5401662049861607,0.0,0.0,0.1,0.5,24.0,26.173591431853584,25.950000000000045,22.0,20.0,24.0,0.8,1.0,0.54858,0.4501,69.75529830551828,1248.2946728162362,1.765254609153999e-14,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
