scenario,total_cost_eur,imported_energy_kwh,exported_energy_kwh,dg_energy_kwh,final_bess_soc,final_hss_soh,final_pev_soc,pev_target,pev_target_satisfied,comfort_violation_degC_sum,temp_slack_sum,pev_slack_max_kwh,max_power_balance_residual_kw
scenario_C_winter_cf_0_15,3009.0737818154503,3774.4361668444603,0.0,5760.0,0.1,0.5,0.8,0.8,True,0.0,0.0,0.0,2.353672812205332e-14
